{430314.19706, -148479.126366, 14141.727988}
{430314.19706, -145765.626366, 14207.852448}
{430314.19706, -142738.626366, 14281.616147}
{430314.19706, -140025.126366, 14347.739983}
{427045.809468, -148479.126366, 14558.170853}
{427045.809468, -145765.626366, 14622.221238}
{427045.809468, -142738.626366, 14693.670433}
{427045.809468, -140025.126366, 14757.718754}
{423770.312262, -148479.126366, 14975.519594}
{423770.312262, -145765.626366, 15037.49139}
{423770.312262, -142738.626366, 15106.621047}
{423770.312262, -140025.126366, 15168.589337}
{420488.740546, -148479.126366, 15355.93756}
{420488.740546, -145765.626366, 15415.597797}
{420488.740546, -142738.626366, 15482.147333}
{420488.740546, -140025.126366, 15541.801377}
{417202.050003, -148479.126366, 15595.780828}
{417202.050003, -145765.626366, 15652.716605}
{417202.050003, -142738.626366, 15716.226584}
{417202.050003, -140025.126366, 15773.155577}
{413911.172064, -148479.126366, 15835.929668}
{413911.172064, -145765.626366, 15890.137513}
{413911.172064, -142738.626366, 15950.604064}
{413911.172064, -140025.126366, 16004.804533}
{410617.017798, -148479.126366, 16076.317595}
{410617.017798, -145765.626366, 16127.794793}
{410617.017798, -142738.626366, 16185.214884}
{410617.017798, -140025.126366, 16236.684113}
{407320.483821, -148479.126366, 16149.247125}
{407320.483821, -145765.626366, 16197.089165}
{407320.483821, -142738.626366, 16250.452268}
{407320.483821, -140025.126366, 16298.283024}
{404022.442464, -148479.126366, 16216.57681}
{404022.442464, -145765.626366, 16260.876042}
{404022.442464, -142738.626366, 16310.286487}
{404022.442464, -140025.126366, 16354.573472}
{400723.738866, -148479.126366, 16283.920015}
{400723.738866, -145765.626366, 16324.675727}
{400723.738866, -142738.626366, 16370.13272}
{400723.738866, -140025.126366, 16410.875223}
{397425.187926, -148479.126366, 16231.712945}
{397425.187926, -145765.626366, 16268.043446}
{397425.187926, -142738.626366, 16308.526055}
{397425.187926, -140025.126366, 16344.7748}
{394127.570675, -148479.126366, 16135.351425}
{394127.570675, -145765.626366, 16167.134743}
{394127.570675, -142738.626366, 16202.496151}
{394127.570675, -140025.126366, 16234.109841}
{390831.634448, -148479.126366, 16039.039027}
{390831.634448, -145765.626366, 16066.27748}
{390831.634448, -142738.626366, 16096.520297}
{390831.634448, -140025.126366, 16123.501295}
{430314.19706, -204799.126366, 9485.451939}
{430314.19706, -202085.626366, 9719.125969}
{430314.19706, -199058.626366, 9979.797165}
{430314.19706, -196345.126366, 10213.471195}
{427050.396848, -204799.126366, 9993.611225}
{427050.396848, -202085.626366, 10227.285255}
{427050.396848, -199058.626366, 10487.956451}
{427050.396848, -196345.126366, 10721.630481}
{423776.332688, -204799.126366, 10503.368562}
{423776.332688, -202085.626366, 10737.042592}
{423776.332688, -199058.626366, 10997.713788}
{423776.332688, -196345.126366, 11231.387818}
{420494.442861, -204799.126366, 10974.270881}
{420494.442861, -202085.626366, 11205.836583}
{420494.442861, -199058.626366, 11464.155868}
{420494.442861, -196345.126366, 11695.721569}
{417206.628631, -204799.126366, 11237.418213}
{417206.628631, -202085.626366, 11468.983914}
{417206.628631, -199058.626366, 11727.303199}
{417206.628631, -196345.126366, 11958.868901}
{413914.418278, -204799.126366, 11500.917397}
{413914.418278, -202085.626366, 11732.483099}
{413914.418278, -199058.626366, 11990.802384}
{413914.418278, -196345.126366, 12222.368085}
{410619.007642, -204799.126366, 11764.672724}
{410619.007642, -202085.626366, 11996.238425}
{410619.007642, -199058.626366, 12254.55771}
{410619.007642, -196345.126366, 12486.123412}
{407322.256038, -204799.126366, 11841.17166}
{407322.256038, -202085.626366, 12071.034045}
{407322.256038, -199058.626366, 12327.453223}
{407322.256038, -196345.126366, 12557.315608}
{404024.921968, -204799.126366, 11903.533485}
{404024.921968, -202085.626366, 12133.39587}
{404024.921968, -199058.626366, 12389.815048}
{404024.921968, -196345.126366, 12619.677433}
{400727.12894, -204799.126366, 11965.896205}
{400727.12894, -202085.626366, 12195.758504}
{400727.12894, -199058.626366, 12452.177587}
{400727.12894, -196345.126366, 12682.039886}
{397428.935897, -204799.126366, 11952.745274}
{397428.935897, -202085.626366, 12181.681686}
{397428.935897, -199058.626366, 12437.06791}
{397428.935897, -196345.126366, 12666.004321}
{394130.413816, -204799.126366, 11905.522922}
{394130.413816, -202085.626366, 12134.459334}
{394130.413816, -199058.626366, 12389.845558}
{394130.413816, -196345.126366, 12618.781969}
{390831.634448, -204799.126366, 11858.296887}
{390831.634448, -202085.626366, 12087.233299}
{390831.634448, -199058.626366, 12342.619523}
{390831.634448, -196345.126366, 12571.555934}
{430314.19706, -190719.126366, 10694.585667}
{430314.19706, -188005.626366, 10987.482323}
{430314.19706, -184978.626366, 11314.219014}
{430314.19706, -182265.126366, 11607.116878}
{427054.462555, -190719.126366, 11196.166845}
{427054.462555, -188005.626366, 11481.775206}
{427054.462555, -184978.626366, 11800.383335}
{427054.462555, -182265.126366, 12085.996089}
{423787.016593, -190719.126366, 11698.9346}
{423787.016593, -188005.626366, 11977.237423}
{423787.016593, -184978.626366, 12287.697761}
{423787.016593, -182265.126366, 12566.008169}
{420512.645242, -190719.126366, 12158.128659}
{420512.645242, -188005.626366, 12432.544451}
{420512.645242, -184978.626366, 12738.653633}
{420512.645242, -182265.126366, 13013.050061}
{417231.096249, -190719.126366, 12429.171454}
{417231.096249, -188005.626366, 12713.871671}
{417231.096249, -184978.626366, 13031.438458}
{417231.096249, -182265.126366, 13316.092415}
{413941.030862, -190719.126366, 12700.917669}
{413941.030862, -188005.626366, 12995.929002}
{413941.030862, -184978.626366, 13324.983128}
{413941.030862, -182265.126366, 13619.921236}
{410644.788269, -190719.126366, 12973.174096}
{410644.788269, -188005.626366, 13278.515904}
{410644.788269, -184978.626366, 13619.078938}
{410644.788269, -182265.126366, 13924.320505}
{407344.577803, -190719.126366, 13053.447779}
{407344.577803, -188005.626366, 13370.088567}
{407344.577803, -184978.626366, 13723.269953}
{407344.577803, -182265.126366, 14039.835351}
{404042.065387, -190719.126366, 13124.75524}
{404042.065387, -188005.626366, 13452.258927}
{404042.065387, -184978.626366, 13817.57669}
{404042.065387, -182265.126366, 14145.038103}
{400738.573097, -190719.126366, 13196.075977}
{400738.573097, -188005.626366, 13534.446057}
{400738.573097, -184978.626366, 13911.9041}
{400738.573097, -182265.126366, 14250.26503}
{397435.235088, -190719.126366, 13175.475537}
{397435.235088, -188005.626366, 13509.053212}
{397435.235088, -184978.626366, 13881.170225}
{397435.235088, -182265.126366, 14214.747831}
{394132.891358, -190719.126366, 13119.355105}
{394132.891358, -188005.626366, 13442.089368}
{394132.891358, -184978.626366, 13802.110208}
{394132.891358, -182265.126366, 14124.844429}
{390831.634448, -190719.126366, 13063.253143}
{390831.634448, -188005.626366, 13375.147562}
{390831.634448, -184978.626366, 13723.076209}
{390831.634448, -182265.126366, 14034.970614}
{430314.19706, -176639.126366, 12126.260261}
{430314.19706, -173925.626366, 12390.495185}
{430314.19706, -170898.626366, 12685.24613}
{430314.19706, -168185.126366, 12949.459611}
{427046.197739, -176639.126366, 12591.93206}
{427046.197739, -173925.626366, 12847.757359}
{427046.197739, -170898.626366, 13133.11637}
{427046.197739, -168185.126366, 13388.900998}
{423772.289373, -176639.126366, 13058.445866}
{423772.289373, -173925.626366, 13305.846334}
{423772.289373, -170898.626366, 13581.796428}
{423772.289373, -168185.126366, 13829.136962}
{420492.939397, -176639.126366, 13493.630769}
{420492.939397, -173925.626366, 13731.770672}
{420492.939397, -170898.626366, 13997.370834}
{420492.939397, -168185.126366, 14235.415987}
{417208.648558, -176639.126366, 13798.698873}
{417208.648558, -173925.626366, 14025.983174}
{417208.648558, -170898.626366, 14279.478817}
{417208.648558, -168185.126366, 14506.677812}
{413919.914534, -176639.126366, 14104.179691}
{413919.914534, -173925.626366, 14320.593705}
{413919.914534, -170898.626366, 14561.968454}
{413919.914534, -168185.126366, 14778.306616}
{410627.269688, -176639.126366, 14410.023773}
{410627.269688, -173925.626366, 14615.554573}
{410627.269688, -170898.626366, 14844.794014}
{410627.269688, -168185.126366, 15050.258429}
{407331.333823, -176639.126366, 14533.738011}
{407331.333823, -173925.626366, 14736.419133}
{407331.333823, -170898.626366, 14962.512331}
{407331.333823, -168185.126366, 15165.185622}
{404032.777688, -176639.126366, 14648.341141}
{404032.777688, -173925.626366, 14848.85166}
{404032.777688, -170898.626366, 15072.526574}
{404032.777688, -168185.126366, 15273.034809}
{400732.430539, -176639.126366, 14763.00085}
{400732.430539, -173925.626366, 14961.340947}
{400732.430539, -170898.626366, 15182.597782}
{400732.430539, -168185.126366, 15380.941144}
{397431.173984, -176639.126366, 14725.670918}
{397431.173984, -173925.626366, 14928.362504}
{397431.173984, -170898.626366, 15154.582555}
{397431.173984, -168185.126366, 15357.476067}
{394130.438984, -176639.126366, 14629.94833}
{394130.438984, -173925.626366, 14839.350766}
